file,#nodes,#edges,#inputs,#outputs,#XOR,#AND,#OR,avg_degree,is_connected
automated_osu035_m32632_latest_final_DFPU_MISC.gml,1488,2951,95,70,1,287,142,3.97,True
automated_osu035_8051_latest_final_oc8051_ram_256x8_two_bist.gml,12343,26782,28,8,0,2497,651,4.34,True
automated_osu035_iwls_final_s444_.gml,141,325,5,6,0,27,17,4.61,True
automated_osu035_amber_latest_final_eth_shiftreg.gml,254,446,37,18,0,46,19,3.51,True
automated_osu035_mriscvcore_final_AOI211_X1.gml,8,7,4,1,0,2,1,1.75,True
automated_osu035_systemcaes_latest_final_wb_aes_controller.gml,2784,5042,174,291,0,314,15,3.62,True
automated_osu035_16x2_lcd_display_driver_latest_final_lcd_fpga.gml,301,655,3,10,0,54,40,4.35,True
automated_osu035_edge_latest_final_regfil.gml,7939,18203,49,64,0,1106,917,4.59,True
automated_osu035_rsencoder_latest_final_GFADD.gml,56,64,16,8,0,8,16,2.29,False
automated_osu035_orsoc_graphics_accelerator_latest_final_gfx_vector_processor.gml,5,4,2,1,0,0,2,1.6,True
automated_osu035_cookbook_final_adder_tree_nod.gml,220,345,33,17,2,39,44,3.14,True
automated_osu035_two_dimensional_fast_hartley_transform_latest_final_signed_mult_const_fpga.gml,411,977,11,9,2,159,42,4.75,True
automated_osu035_orsoc_graphics_accelerator_latest_final_gfx_triangl.gml,29328,67542,196,130,502,9135,5373,4.61,True
automated_osu035_reed_solomon_codec_generator_latest_final_RsDecodePolymul.gml,13088,29525,364,177,154,4363,1736,4.51,True
automated_osu035_iwls_final_can_registers.gml,1965,3922,73,218,1,459,239,3.99,False
automated_osu035_iwls_final_can_btl.gml,351,743,31,5,3,77,73,4.23,True
automated_osu035_cookbook_final_crc32_dat72_flat.gml,3485,7127,104,32,258,1018,1320,4.09,True
automated_osu035_openmsp430_latest_final_DE0_NANO_SOC_QSYS_sw.gml,279,487,26,33,0,56,34,3.49,False
automated_osu035_turbo8051_latest_final_spi_cfg.gml,762,1301,77,91,0,94,14,3.41,False
automated_osu035_iwls_final_pci_pcir_fifo_control.gml,351,830,6,19,11,52,55,4.73,True
automated_osu035_xge_mac_latest_final_generic_fifo_ctrl.gml,208,455,6,14,5,56,24,4.38,True
automated_osu035_pairing_latest_final_f33m_mux3.gml,5472,6633,1749,582,0,2328,0,2.42,True
automated_osu035_mriscvcore_final_MUX2_X1.gml,7,7,3,1,0,1,0,2.0,True
automated_osu035_openmsp430_latest_final_spartan3a_pmem.gml,32,16,0,16,0,0,0,1.0,False
automated_osu035_turbo8051_latest_final_g_deferral.gml,78,154,12,1,0,14,10,3.95,True
automated_osu035_generic_fifos_latest_final_generic_fifo_dc_gray.gml,25816,58816,22,22,6,4952,779,4.56,True
automated_osu035_epfl_final_mem_ctrl.gml,35954,80020,1204,1231,37,4670,3866,4.45,False
automated_osu035_openmsp430_latest_final_simple_counter.gml,193,351,1,32,5,47,46,3.64,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult248.gml,72,125,8,8,2,22,17,3.47,True
automated_osu035_cookbook_final_fec_rot_29.gml,528,1007,32,32,29,180,124,3.81,True
automated_osu035_turbo8051_latest_final_wb_crossbar.gml,2270,4635,290,272,0,65,99,4.08,True
automated_osu035_tiny_aes_latest_final_T.gml,1463,3676,9,32,0,379,312,5.03,True
automated_osu035_reed_solomon_codec_generator_latest_final_RsDecodeErasur.gml,11391,25852,5,191,162,4488,1716,4.54,True
automated_osu035_aes-128_pipelined_encryption_latest_final_SubBytes.gml,11923,29282,131,129,0,3280,1952,4.91,True
automated_osu035_cavlc_latest_final_cavlc_fsm.gml,289,599,27,14,1,69,52,4.15,True
automated_osu035_tiny_aes_latest_final_expand_key_type_C_192.gml,4495,9538,201,320,88,920,816,4.24,True
automated_osu035_cookbook_final_crc24_zer64_flat.gml,771,1608,24,24,36,314,192,4.17,True
automated_osu035_cookbook_final_fec_rot_15.gml,232,353,32,32,15,65,33,3.04,True
automated_osu035_trigonometric_functions_in_double_fpu_latest_final_top.gml,12422,28161,37,64,17,4011,3699,4.53,True
automated_osu035_iwls_final_key_g.gml,626,1264,61,104,0,74,5,4.04,True
automated_osu035_tiny_aes_latest_final_expand_key_type_A_256.gml,4963,10222,265,384,152,984,856,4.12,True
automated_osu035_viterb_encoder_and_decoder_final_mem_disp.gml,6552,14990,13,1,0,1122,309,4.58,True
automated_osu035_cookbook_final_fec_rot_17.gml,273,441,32,32,14,80,49,3.23,True
automated_osu035_turbo8051_latest_final_g_tx_fsm.gml,565,1091,51,35,0,113,50,3.86,True
automated_osu035_iwls_final_mc_wb_if.gml,305,430,76,39,0,51,7,2.82,True
automated_osu035_iwls_final_pci_mas_ch_state_crit.gml,9,8,4,1,0,1,0,1.78,True
automated_osu035_cookbook_final_passwd_crypt.gml,25702,63070,74,97,897,8276,5678,4.91,False
automated_osu035_m32632_latest_final_KOLDETECT.gml,781,1395,115,37,2,155,86,3.57,True
automated_osu035_ft816float_latest_final_delay2.gml,13,18,3,1,0,2,0,2.77,True
automated_osu035_aes-128_pipelined_encryption_latest_final_AddRoundKey.gml,1345,2240,260,129,0,385,128,3.33,True
automated_osu035_a-z80_latest_final_alu_mux_4.gml,11,11,6,1,0,0,0,2.0,True
automated_osu035_openmsp430_latest_final_omsp_dbg_hwbrk.gml,526,997,63,18,26,100,108,3.79,True
automated_osu035_openmsp430_latest_final_ext_de1_sram.gml,65,91,14,7,1,19,21,2.8,True
automated_osu035_iwls_final_s526n_.gml,172,403,5,6,0,50,26,4.69,True
automated_osu035_iwls_final_simple_spi_top.gml,719,1644,16,12,1,96,134,4.57,True
automated_osu035_sha256-master_final_sha256_w_mem.gml,6037,12701,516,32,13,817,340,4.21,True
automated_osu035_minsoc_latest_final_eth_rxcounters.gml,416,763,30,32,2,87,94,3.67,True
automated_osu035_jt51_latest_final_jt51.gml,27162,59363,13,109,96,8404,2244,4.37,False
automated_osu035_trigonometric_functions_in_double_fpu_latest_final_cosecant_lut.gml,1840,3926,34,64,0,554,525,4.27,True
automated_osu035_aes-128_pipelined_encryption_latest_final_RoundKeyG.gml,6299,14356,163,129,0,1716,744,4.56,True
automated_osu035_aes_highthroughput_lowarea_latest_final_mix_columns.gml,3472,5936,128,128,0,608,1216,3.42,False
automated_osu035_jt51_latest_final_jt51_sh1.gml,137,264,4,1,0,32,1,3.85,True
automated_osu035_reed_solomon_decoder_latest_final_GF_matrix_d.gml,639,1576,10,8,0,124,41,4.93,True
automated_osu035_m1_core_latest_final_ddr_rpat.gml,1746,3589,21,33,0,322,53,4.11,False
automated_osu035_rs_encoder_decoder_latest_final_GF8Add.gml,56,64,16,8,0,8,16,2.29,False
automated_osu035_iwls_final_clock_ckt.gml,516,985,61,77,0,55,35,3.82,False
automated_osu035_tiny_tate_bilinear_pairing_latest_final_muxer.gml,1447,1644,397,198,0,198,0,2.27,True
automated_osu035_RSA-Verilog-master_final_parallel_to_serial.gml,2087,3704,259,9,0,531,9,3.55,True
automated_osu035_cpu8080_latest_final_intcontrol.gml,5342,10580,44,34,0,2015,805,3.96,False
automated_osu035_iscas_final_NR2.gml,5,4,2,1,0,0,1,1.6,True
automated_osu035_cookbook_final_dec_67_64.gml,409,539,68,66,0,67,132,2.64,False
automated_osu035_viterb_encoder_and_decoder_final_decoder.gml,84190,184174,5,1,25,4569,9920,4.38,True
automated_osu035_cookbook_final_reg_cam_cell.gml,486,873,100,1,0,35,10,3.59,True
automated_osu035_cookbook_final_shift_rows.gml,384,256,128,128,0,0,0,1.33,False
automated_osu035_iwls_final_key_sel3.gml,1992,4762,175,48,0,1072,192,4.78,True
automated_osu035_jt51_latest_final_jt51_nois.gml,1178,2610,19,11,0,124,65,4.43,True
automated_osu035_minsoc_latest_final_or1200_fpu.gml,160,80,0,80,0,0,1,1.0,False
automated_osu035_csa_latest_final_hex2seg.gml,55,99,4,8,0,15,6,3.6,False
automated_osu035_mriscvcore_final_AOI22_X1.gml,6,5,4,1,0,0,0,1.67,True
automated_osu035_AES-T1000_final_S4.gml,2838,7177,33,32,0,760,608,5.06,True
automated_osu035_iwls_final_pci_wb_addr_mux.gml,184,248,36,38,0,34,2,2.7,False
automated_osu035_Aquarius_latest_final_uart.gml,933,1998,33,34,2,193,122,4.28,False
automated_osu035_mem_ctrl_latest_final_mc_cs_rf.gml,578,966,63,68,0,98,9,3.34,True
automated_osu035_m1_core_latest_final_wb_int_ctrl.gml,134,132,34,34,0,12,20,1.97,False
automated_osu035_mriscv_final_DAC_interface_AXI.gml,275,397,19,49,0,14,21,2.89,False
automated_osu035_aes_highthroughput_lowarea_latest_final_aes_top_exampl.gml,51639,113558,45,35,396,12045,11520,4.4,True
automated_osu035_AES-T1000_final_Trojan_Trigger.gml,2,1,0,1,0,0,0,1.0,True
automated_osu035_iscas_final_c6288.gml,3071,7631,32,32,15,1639,292,4.97,True
automated_osu035_iwls_final_eth_maccontrol.gml,976,2035,103,20,14,205,166,4.17,True
automated_osu035_pairing_latest_final_f3m_mux6.gml,2412,3376,1170,194,0,194,0,2.8,True
automated_osu035_mriscvcore_final_OAI211_X1.gml,7,6,4,1,0,1,0,1.71,True
automated_osu035_rs_encoder_decoder_latest_final_RS8Controller.gml,404,801,6,33,0,83,80,3.97,True
automated_osu035_iwls_final_s8.gml,140,332,6,4,0,38,41,4.74,True
automated_osu035_openmsp430_latest_final_io_mux.gml,184,200,48,32,0,24,8,2.17,False
automated_osu035_cookbook_final_reset_filter.gml,8,11,3,1,0,0,0,2.75,True
automated_osu035_crcahb_latest_final_crc_control_unit.gml,157,321,6,11,0,32,24,4.09,True
automated_osu035_reed_solomon_decoder_latest_final_GF_matrix_ascending_binary.gml,630,1535,10,8,1,119,48,4.87,True
automated_osu035_iwls_final_ac97_out_fifo.gml,2826,7094,38,24,2,634,234,5.02,True
automated_osu035_reed_solomon_codec_generator_latest_final_RsDecodeTop.gml,91823,211671,13,36,1476,26999,12444,4.61,False
automated_osu035_iwls_final_sbox6.gml,147,347,6,4,0,60,37,4.72,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult128.gml,70,119,8,8,2,9,22,3.4,True
automated_osu035_mriscvcore_final_OR2_X4.gml,4,3,2,1,0,0,1,1.5,True
automated_osu035_aes_highthroughput_lowarea_latest_final_inv_byte_mix_columns.gml,580,1016,32,8,0,164,184,3.5,True
automated_osu035_iwls_final_ac97_top.gml,702,1312,20,26,2,207,173,3.74,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult114.gml,97,187,8,8,2,30,17,3.86,True
automated_osu035_cookbook_final_ab_register.gml,11647,23962,643,512,93,3700,1285,4.11,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult100.gml,65,102,8,8,3,15,15,3.14,True
automated_osu035_minsoc_latest_final_eth_txethma.gml,1373,2858,85,24,10,322,263,4.16,True
automated_osu035_cookbook_final_gf_mult_by_e4.gml,93,162,8,8,3,26,17,3.48,True
automated_osu035_ecg_latest_final_f3_mult.gml,18,24,4,2,0,4,0,2.67,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult88.gml,106,194,8,8,4,41,17,3.66,True
automated_osu035_cookbook_final_gf_mult_by_2a.gml,50,73,8,8,1,5,17,2.92,True
automated_osu035_cookbook_final_gf_mult_by_d0.gml,87,155,8,8,1,29,16,3.56,True
automated_osu035_cookbook_final_gf_mult_by_f8.gml,98,179,8,8,2,40,12,3.65,True
automated_osu035_amber_latest_final_interrupt_controller.gml,1112,2386,59,36,0,204,63,4.29,False
automated_osu035_iwls_final_eth_rxethma.gml,1181,2412,143,38,5,255,183,4.08,True
automated_osu035_Lightweight-Threshold-Implementations-master_final_p_keysch11.gml,1184,2609,5,64,2,319,110,4.41,True
automated_osu035_cookbook_final_gf_mult_by_33.gml,60,98,8,8,4,5,23,3.27,True
automated_osu035_cookbook_final_gf_mult_by_27.gml,73,125,8,8,1,24,8,3.42,True
automated_osu035_cookbook_final_gf_mult_by_df.gml,121,231,8,8,4,31,27,3.82,True
automated_osu035_openmsp430_latest_final_DE0_NANO_SOC_Default.gml,172,323,2,11,3,45,36,3.76,False
automated_osu035_iscas_final_s382.gml,235,400,4,6,0,57,63,3.4,True
automated_osu035_des-master_final_sbox7.gml,152,343,6,4,0,58,36,4.51,True
automated_osu035_iwls_final_usbf_mem_ar.gml,466,532,132,115,0,3,3,2.28,False
automated_osu035_amber_latest_final_eth_fifo.gml,1898,4082,37,40,0,246,187,4.3,True
automated_osu035_jt51_latest_final_sh_encod.gml,192,402,18,2,1,51,21,4.19,True
automated_osu035_iwls_final_ejtag_dclkand2.gml,4,3,2,1,0,1,0,1.5,True
automated_osu035_turbo8051_latest_final_toggle_sy.gml,23,36,6,1,1,5,4,3.13,True
automated_osu035_iscas_final_AN3.gml,7,6,3,1,0,1,0,1.71,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult63.gml,87,151,8,8,3,16,21,3.47,True
automated_osu035_cookbook_final_split_add.gml,266,423,40,20,5,40,66,3.18,True
automated_osu035_jt51_latest_final_jt51_lfo_lfsr.gml,112,235,3,1,1,10,4,4.2,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult77.gml,113,220,8,8,3,46,17,3.89,True
automated_osu035_iscas_final_s15850.gml,11256,15505,77,150,0,2757,897,2.75,False
automated_osu035_minsoc_latest_final_eth_rxaddrcheck.gml,437,679,145,2,3,39,46,3.11,True
automated_osu035_suslik_latest_final_datacache_get_write_data.gml,3199,3861,518,512,0,536,71,2.41,True
automated_osu035_iwls_final_adc_comb_d.gml,1760,4067,7,18,35,482,360,4.62,True
automated_osu035_ecg_latest_final_f3_su.gml,22,35,4,2,0,5,1,3.18,True
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult76.gml,98,176,8,8,5,33,29,3.59,True
automated_osu035_cookbook_final_uart_tx.gml,188,390,11,2,1,22,37,4.15,True
automated_osu035_cookbook_final_expand.gml,128,96,32,48,0,0,0,1.5,False
automated_osu035_rs_encoder_decoder_latest_final_GF8Mult62.gml,97,178,8,8,1,26,16,3.67,True
automated_osu035_pairing_latest_final_f3_su.gml,22,35,4,2,0,5,1,3.18,True
