file,#nodes,#edges,#inputs,#outputs,#XOR,#AND,#OR,avg_degree,is_connected
automated_osu018_m32632_latest_final_REGISTER.gml,12052,26932,83,33,0,980,692,4.47,True
automated_osu018_openmsp430_latest_final_cyclonev_io_obuf.gml,6,5,1,2,0,0,0,1.67,True
automated_osu018_cookbook_final_gf_mult_by_63.gml,107,200,8,8,7,35,18,3.74,True
automated_osu018_cookbook_final_gf_mult_by_7a.gml,83,155,8,8,0,19,13,3.73,True
automated_osu018_cookbook_final_gf_mult_by_a0.gml,99,174,8,8,7,33,24,3.52,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult216.gml,84,147,8,8,3,21,18,3.5,True
automated_osu018_aes_highthroughput_lowarea_latest_final_word_mix_columns.gml,560,936,32,32,88,96,216,3.34,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult202.gml,69,115,8,8,2,13,18,3.33,True
automated_osu018_cookbook_final_gf_mult_by_88.gml,52,77,8,8,4,5,19,2.96,True
automated_osu018_Lightweight-Threshold-Implementations-master_final_datapath_simon2shar.gml,1192,2361,15,2,0,246,78,3.96,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult206.gml,78,131,8,8,5,20,18,3.36,True
automated_osu018_jt51_latest_final_jt51_mmr.gml,8867,19869,13,135,0,2058,155,4.48,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult212.gml,118,228,8,8,2,29,29,3.86,True
automated_osu018_turbo8051_latest_final_g_rx_fsm.gml,1401,3058,38,38,7,253,248,4.37,True
automated_osu018_cookbook_final_gf_mult_by_98.gml,82,152,8,8,3,15,27,3.71,True
automated_osu018_cookbook_final_gf_mult_by_67.gml,87,149,8,8,7,27,22,3.43,True
automated_osu018_Aquarius_latest_final_clk_gat.gml,3,2,1,1,0,0,0,1.33,True
automated_osu018_openmsp430_latest_final_virtex4_dmem.gml,32,16,0,16,0,0,0,1.0,False
automated_osu018_cookbook_final_gf_mult_by_b8.gml,65,100,8,8,5,9,20,3.08,True
automated_osu018_openmsp430_latest_final_virtex5_dmem.gml,32,16,0,16,0,0,0,1.0,False
automated_osu018_cookbook_final_gf_mult_by_73.gml,81,143,8,8,5,27,16,3.53,True
automated_osu018_cookbook_final_gf_mult_by_6a.gml,104,202,8,8,1,37,14,3.88,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult8.gml,53,79,8,8,4,7,19,2.98,True
automated_osu018_hight_latest_final_SKG.gml,1495,3233,134,32,8,398,221,4.33,True
automated_osu018_cookbook_final_gf_mult_by_a4.gml,53,79,8,8,2,5,20,2.98,True
automated_osu018_aes_highthroughput_lowarea_latest_final_ram_16x64.gml,4885,11706,75,64,0,83,141,4.79,True
automated_osu018_cookbook_final_approx_fp_div_lut.gml,129,278,6,7,0,30,23,4.31,True
automated_osu018_cookbook_final_des_to_string.gml,823,1526,64,88,0,143,110,3.71,False
automated_osu018_apbtoaes128_latest_final_sBox_8.gml,465,1042,10,16,14,169,86,4.48,True
automated_osu018_crcahb_latest_final_crc_com.gml,92,120,24,8,1,15,16,2.61,True
automated_osu018_reed_solomon_decoder_latest_final_Omega_Phy.gml,4780,10219,228,193,4,552,745,4.28,True
automated_osu018_ft816float_latest_final_fpSqrt.gml,19058,41507,132,243,128,2693,2676,4.36,False
automated_osu018_a-z80_latest_final_address_mux.gml,118,133,33,16,0,16,0,2.25,True
automated_osu018_8bit_vedic_multiplier_latest_final_vedic2x2.gml,20,24,4,4,2,6,2,2.4,True
automated_osu018_aes_core_latest_final_aes_sbox.gml,690,1748,8,8,0,172,153,5.07,True
automated_osu018_m1_core_latest_final_GrayCounter.gml,26,46,3,2,0,1,2,3.54,True
automated_osu018_minirisc_latest_final_mux2_8.gml,57,64,17,8,0,8,0,2.25,True
automated_osu018_jt51_latest_final_ramp_a_to.gml,174,350,2,16,4,39,40,4.02,True
automated_osu018_a-z80_latest_final_alu_shifter_cor.gml,56,86,11,10,0,0,1,3.07,True
automated_osu018_openmsp430_latest_final_spartan3_dmem.gml,16,8,0,8,0,0,0,1.0,False
automated_osu018_jt51_latest_final_jt51_phinc_rom.gml,1971,4644,10,12,0,532,436,4.71,True
automated_osu018_cookbook_final_fec_rot_6.gml,156,176,32,32,12,16,24,2.26,False
automated_osu018_mod_mult_exp_latest_final_blockMemory.gml,1024,512,0,512,0,0,0,1.0,False
automated_osu018_cookbook_final_crc_flat.gml,240,191,59,58,0,4,3,1.59,False
automated_osu018_cookbook_final_crc32_dat40_flat.gml,1449,2773,72,32,146,194,910,3.83,True
automated_osu018_numbert_sort_device_latest_final_dbg_7seg.gml,158,193,65,17,1,0,2,2.44,True
automated_osu018_fpu_latest_final_pre_norm_fmul.gml,623,1069,68,64,4,120,95,3.43,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult38.gml,89,154,8,8,3,24,21,3.46,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult170.gml,106,202,8,8,3,38,27,3.81,True
automated_osu018_rs_encoder_decoder_latest_final_GF8Mult164.gml,98,187,8,8,4,22,25,3.82,True
